x,y,z
120.6915293274466,83.62215192962884,a
120.53226339256653,110.61513687802494,a
182.3804056891803,118.44623829772348,a
194.35709481539004,139.93650026088602,a
268.99142444127034,142.02946239325126,a
321.90566264383017,210.4676565904893,a
286.97886779097297,188.4661228360128,a
349.48084727871634,198.4378892417095,a
311.93373134159884,211.68874972372026,a
297.13033112517314,174.54789749085302,a
357.4303760662992,246.99816870130084,a
351.6620714796001,238.5781785945469,a
364.31976375925814,207.59234412804796,a
344.9780002926391,254.03454984819572,a
365.7829114126039,268.4837639331978,a
344.5495227677144,217.3481936511621,a
294.91305808278094,243.505733439011,a
315.2201009865609,245.0428734850338,a
270.44010226194797,154.87975157179824,a
214.35483327959895,202.72109089661757,a
176.08439408130616,127.00344419105579,a
221.48785307082738,114.15171893638319,a
129.86998542767893,93.02962007580402,a
129.44852374954036,145.1652368062425,a
154.06220783846163,95.35309225353143,a
129.55335141703245,69.29965704870983,a
132.37894959195748,61.50690296348512,a
136.59037109203658,122.81214325898941,a
161.07489875017623,99.26814387765808,a
168.62007293093177,120.10574000211705,a
181.16726262180146,153.8285075279307,a
247.4007687854098,212.39863041102433,a
308.06924950702944,231.05201461555566,a
329.8125393225016,217.88789603510838,a
361.23742525548084,306.9236632728779,a
319.4361381197793,309.8069756154115,a
391.7039197320003,335.7006951446039,a
351.82546257761106,323.4713896625299,a
364.7790914716683,311.2145662531226,a
415.4526503121055,308.16193996584866,a
416.40216031236554,350.8653217274232,a
388.755026765587,323.2755933804565,a
370.90825214364753,337.68695994155627,a
361.787928836343,300.611472895568,a
430.33555050013035,335.254359507516,a
401.81370059371466,321.4379719121695,a
422.64806714604396,294.32287249399076,a
387.02364218578504,286.98789016930186,a
392.50564286040435,325.84861676240087,a
362.52061147333995,325.1234730720774,a
445.75058747221794,289.88077714861186,a
385.8063324608343,337.5310818629371,a
399.69859436985763,310.0963273358936,a
351.917027372579,285.2945845852949,a
341.85213681051334,210.58266413239141,a
324.196066755679,255.83649572316142,a
304.89926734168444,301.5135806775963,a
260.8893773569325,290.21766596638787,a
340.32470499305305,291.6892615137866,a
338.41684249484825,277.05586232823384,a
302.8504536783659,249.14200285636517,a
282.7739264822138,255.6510982268616,a
307.01288808136303,267.0649916780357,a
347.830569195282,283.21615406553906,a
287.0329413305989,244.55537159226785,a
329.5839361748247,273.46234537859885,a
361.78988740854834,286.35593396142286,a
250.04296823274473,288.6211341541697,a
329.94838028389313,275.49624834011,a
341.0179292677535,294.69574276957565,a
311.6316336332957,299.9773632985523,a
371.16372286626057,338.59175244999415,a
333.550420099047,288.39478251680225,a
341.94113573057825,316.6819731254556,a
334.3888049352521,328.16193750824687,a
378.9424347291506,336.6089050248483,a
367.7779794809469,341.8162298579409,a
375.07333254136546,369.3243037050513,a
377.8790196610398,365.24510120071585,a
429.6074012540438,396.36853293479095,a
397.02148908145944,360.0484613932669,a
453.01843628416236,384.53767700097603,a
412.9179111164799,451.73808349595936,a
456.3571842712588,400.22075329413076,a
475.5683255688195,366.0238621146583,a
424.2996224544031,369.0725487008125,a
414.9892527502716,362.35507242409824,a
446.459604323348,367.5425055676559,a
404.9437372769075,336.52215309278716,a
424.21847346614504,353.39617109375547,a
338.90739780725556,299.61537655504753,a
338.54474156516295,297.59872049782734,a
356.58785190527914,272.69131148336425,a
318.3942377237046,312.3379944090964,a
367.7630147518453,215.10351578195576,a
326.9933710029101,264.4431569122619,a
307.57654660825006,263.3717895065032,a
314.3026145173933,279.50728527447615,a
334.55041948636506,272.25752056451535,a
329.27240468604333,263.63276691928905,a
325.5247739190445,210.22263810202054,a
318.79789000715357,276.37681782481155,a
359.7204921171694,279.0501625448584,a
409.2324890646226,265.83880418046795,a
379.87624899054856,288.880669418862,a
385.6418103713855,276.58453534679984,a
418.4396711192921,277.6143111162453,a
424.33097287748774,356.21678450486763,a
487.6977340546528,351.79015732916736,a
443.28226087926583,352.7228585138915,a
490.8872952519666,327.0363574378976,a
454.0530613928505,392.6297823294603,a
482.59933705509815,381.91168434138626,a
516.8146745684559,404.4479480593428,a
510.7105271710699,381.1364266026806,a
525.8654672826244,370.2062514615915,a
498.4558315933975,388.00877684775526,a
482.0433374226358,369.0657359444401,a
508.1249105464321,372.64179379594157,a
454.572396011427,365.71994810526127,a
524.6437230611139,346.9186172812618,a
431.5771751191769,335.3957991474395,a
407.40471720298456,246.04623296765706,a
352.94621020191454,286.2889684780574,a
366.52659579543973,223.0794017389248,a
333.80648737061017,214.95601182244616,a
323.8091874411525,194.3825215545429,a
291.0896131338607,199.20487977064414,a
354.23500396935503,227.51008290893327,a
352.76006689137427,208.5818308346648,a
338.7139884421702,225.74641756710986,a
348.06316380100833,296.695563059983,a
382.01960763411864,284.17311133108996,a
447.3164422112924,284.6556622675656,a
422.7936141420086,352.1572179322857,a
489.1878013835266,357.3227080147891,a
477.8218546234573,339.5221545742895,a
522.677434038528,394.50558996479504,a
489.13427556056934,364.67661828867153,a
541.3596852888413,373.59487885078374,a
543.6508348403554,343.5541793402652,a
550.3802751186549,424.854712017264,a
543.6512187648093,425.76207803679677,a
526.5644544416422,379.12174823407696,a
586.7519919376691,425.81371249668126,a
576.6408198465155,370.3135982151597,a
564.8994824076747,404.41865160898567,a
530.3690055260416,403.894929951677,a
464.4908179833439,390.2008350845159,a
422.1653276711614,366.38954656265037,a
392.330912516847,321.1640924078164,a
381.9836490543109,311.8150179966881,a
362.201384508668,321.8788725429147,a
342.08032411953377,340.702277282272,a
366.6359088214722,285.9946580510865,a
276.8033449541598,265.2931703952854,a
323.3028620263017,297.61442850696363,a
341.986515779715,301.68973454592987,a
324.4205175024631,310.4749253825899,a
370.53470819286804,373.2098308888843,a
387.543462104142,350.12428264189924,a
412.50731110771164,363.2783759921673,a
400.96749402781904,376.03184729639077,a
450.9763914706698,426.7985447797581,a
516.7442302795262,413.58470819752483,a
501.57982574867253,457.53039773785986,a
462.354121854744,369.0018633259142,a
549.1142417177667,425.7043156098624,a
573.2467057640126,431.528771900519,a
565.4358624345399,398.18972251682646,a
569.8681434664574,437.51876470167076,a
518.9134190351332,436.85542370781724,a
565.7436113459684,503.21999301773076,a
577.1275934152002,451.9223885983507,a
575.7723162571713,483.1725759432132,a
557.9561635885955,431.6896497268681,a
531.9960672653036,487.47859441759744,a
513.1937333451893,421.86082787267134,a
497.4685382355644,440.3672918344607,a
453.57001290529155,394.5316068985569,a
442.46062716905396,403.8129909511184,a
424.61054710034296,388.4351564190369,a
383.0199537675162,354.32142116730915,a
396.08815951152576,326.63731958129506,a
392.21391410841886,347.11359284262255,a
377.0175081219845,326.03213755736886,a
400.1709247188277,289.79306321640314,a
359.4048467544269,334.4662721073232,a
410.5650942051471,333.49826738466606,a
390.9331890240083,355.58310477151616,a
474.9498658265137,345.38762022047183,a
438.9837925238113,411.0855860632122,a
453.5947151603668,419.3456767352396,a
423.71559730636324,357.1910613756999,a
514.145092507845,430.31934460531215,a
586.0950440651166,427.0137638743812,a
574.2136687106358,431.7555495303053,a
566.2033216172345,419.04978327782493,a
564.9576855134451,408.5270257417471,a
574.0179247793693,434.2011048523455,a
574.7426659883415,446.034103108494,a
574.025644914947,436.4955263191637,a
574.1100052356755,428.9894242839955,a
536.7884875351834,464.6780971487694,a
582.9220292006704,410.2307844595108,a
599.3115185445026,413.0806003542032,a
604.8496810730528,383.6462910953089,a
605.805530834183,463.14113442754564,a
563.7760851133764,436.2212255041055,a
91.79737233809801,53.04361963377022,a
69.16074370560519,88.1300108895569,a
97.59358046666067,108.57843602096932,a
57.11598630882283,79.92305202700175,a
96.22532100541875,103.24428147580653,a
138.81928706760579,71.06813711575398,a
168.59916899044302,101.14931044755991,a
151.94324130261492,166.36508740441582,a
221.77229782536295,112.6777302729983,a
231.10166126555055,123.56409507475911,a
263.24961552941676,169.02532597671023,a
187.49223394323408,114.88668632034609,a
165.90662108168044,94.72687960529157,a
215.54373667375842,133.63014621301465,a
234.3247013930091,169.529504193565,a
210.52036996841903,132.35432550995625,a
225.71443824393845,160.02276296770833,a
189.3194962359709,108.24887715715982,a
172.61447851611604,103.58221184301817,a
131.46538569142112,99.14340461921512,a
117.91907791116856,6.911245344210499,a
100.61123240969852,22.797704454760265,a
133.53283622494735,18.467636675287736,a
102.61477466552819,9.955427675722206,a
102.74768451478334,47.515452293400585,a
63.74268521459746,11.134050512244926,a
36.94839040995814,12.066484304173912,a
33.10392574072022,1.2956263509966561,a
44.336998578063614,3.4940209218401606,a
37.64996563094935,12.584381497305003,a
41.71640239002052,46.35948334761247,a
-0.387151653682416,26.84819674134269,a
76.36484806711462,62.49343043741021,a
64.10980544688454,55.41566407362302,a
87.30053115298593,137.2303025046631,a
143.3789064016159,150.1087355521969,a
118.38702410027997,122.38658414291672,a
122.23356198933708,132.67256625598412,a
126.33875215006611,104.48552306693591,a
162.73562597232973,127.2378746438066,a
199.84190585661958,136.4190392652684,a
159.29015278259945,226.50275019062786,a
213.08002039267413,107.67383279618173,a
197.80018929227904,168.9402777582318,a
172.21162724066392,157.0748070294046,a
198.86903768781505,118.93539600103531,a
232.89188428196348,122.28363399717318,a
150.77194400846253,153.79476243117205,a
178.81578509671192,121.80336200027415,a
135.04309668373892,129.1878783193976,a
100.75330981024547,128.90342786866574,a
101.69875436989325,70.10933621312324,a
42.71038375083633,30.771190776821356,a
59.65767721499556,41.74298533787697,a
-62.00016619353789,49.43092233701191,a
4.322978170731038,17.088031504893536,a
9.951167245167785,50.21051608819954,a
36.9952250849521,39.79808594889971,a
50.51741357515988,31.12819185334564,a
25.47920817642271,96.48163626380602,a
-5.507326652615646,140.0607151766431,a
46.592678970337616,85.26032865689007,a
68.97419334785728,89.65262123453704,a
135.5291295715271,95.00406334129144,a
132.14720956244173,124.88587392287644,a
145.83878517738327,129.52091816048613,a
160.4543399135139,149.81475268338318,a
199.6226110088299,221.9693248689643,a
129.703822489825,179.97881179231808,a
132.68719077741454,184.28845277887262,a
227.263822325014,180.21645923646588,a
178.99545506123243,174.77520147855074,a
175.37483516636564,180.05437770413886,a
215.29380007390793,149.26200868995147,a
165.5736379274339,159.85241314064308,a
123.54978162373092,117.82298552550162,a
143.92801855778106,121.2217309143225,a
-0.4186481584955999,102.5614815246368,a
95.40414332034366,66.9927258245715,a
12.381463551704094,97.67989652780773,a
18.360381845744467,70.56379389732513,a
24.659478316649462,59.06130544713966,a
23.853103159258872,17.889771644969528,a
53.380918788549906,25.683148171265373,a
17.756403005382644,63.64898374508061,a
38.03534381401452,42.350817818480834,a
10.602073312414937,68.88100947752554,a
32.35507121956858,88.73868164879423,a
104.39924937464966,88.84881386845029,a
115.14013282382257,107.12221945416417,a
93.13299336160753,119.76883210873899,a
99.00909124718925,93.52499447971371,a
135.4792536019816,97.2558248190004,a
172.43570081897474,101.5906727514494,a
220.82232289665657,160.90765421532893,a
242.79530408993358,169.56668466924958,a
238.0764692211597,214.85550069541188,a
225.7045427811303,134.9359288099755,a
280.6330736007415,184.82463285594082,a
234.3803962561932,194.5732848380939,a
235.05889977844507,174.16154640163904,a
173.88901417399845,197.69874458648536,a
215.69468546035029,155.65469659623278,a
190.93764603091665,223.82665701473843,a
251.1450104585218,189.04668724534986,a
261.887143198586,171.52965269044495,a
218.95642689828327,188.14151905387934,a
285.89501844043446,173.96511752853957,a
242.5424745324469,185.9861011327767,a
162.36534570347123,153.95773059614055,a
278.52923780233203,220.06815170787308,a
214.50991991768763,152.9270997675007,a
252.0061464317963,235.0702264481646,a
257.5428680671247,199.2155406033741,a
309.213126560624,209.5479050308747,a
314.9548005657739,222.02225402088482,a
314.98885511327006,214.3580854698978,a
333.4043011956955,319.88122027947793,a
315.1311010287127,292.3607206713126,a
365.05991772712446,204.05081088155788,a
342.34523938127234,261.953344351622,a
344.18967666753286,320.3866981679446,a
353.21160272814564,251.2081908798393,a
364.3999094018997,240.1398848876417,a
325.1596815853902,280.4820115506329,a
284.29398590202476,227.10014649466376,a
244.14464780187248,234.9152603777797,a
246.1951533736765,240.57144135771267,a
265.97369006979557,225.52762303520592,a
274.9258064353519,97.97323033114282,a
222.25772752681019,173.54777272370046,a
193.48306498058605,182.72111982686147,a
253.03149409173142,160.26812875005237,a
200.4455851034961,144.32355623618992,a
173.06050527152055,179.37488177171383,a
204.86183683277008,142.2145972326166,a
207.55424154272717,136.95517868890045,a
238.65306023775,188.37270105489955,a
254.12428646426338,166.39288924743244,a
166.3820544880411,181.6376193439279,a
249.92585539668963,191.8399132275141,a
280.4318420063162,253.4891518596287,a
281.57129076091485,283.136745750935,a
277.12495140555126,269.3284771326488,a
251.59593600443594,307.7217390365589,a
303.1284813216668,311.5040261324466,a
353.57284090164393,288.1469968464888,a
326.0645298470627,311.9473104195523,a
352.38002054246675,298.14800368549334,a
291.00775095629314,358.09623057993474,a
316.35507589520637,291.19139922043064,a
309.26914235280134,287.42413904526273,a
385.2792123680121,290.8403411404545,a
324.4404312707488,285.99155541726896,a
348.553287066963,233.1012999419258,a
313.64344149065056,253.53653843788845,a
246.11053681645794,177.26142707605902,a
229.41701190099062,195.97341514451625,a
224.34509027808892,195.9576889735908,a
221.04512640424878,169.66996461452925,a
238.55438669722452,107.83942133051312,a
136.6310553899797,149.29752599838724,a
213.5580586005259,147.64333336566,a
161.21026798502248,94.64212124660997,a
177.2804029721115,122.07264209337092,a
216.0985616511091,155.16514238224164,a
198.47629879746464,143.35580841306296,a
204.0177669622895,144.41339009081184,a
189.20935195984464,155.86870390288954,a
255.15369023158402,194.76506141496384,a
278.81906010091524,202.73380588652242,a
288.69553366937606,197.32210173097292,a
277.7108928401857,281.5507005399873,a
294.72461292408843,273.4912047919677,a
317.36279906037663,246.54895065278035,a
323.87401755211494,250.58276390852188,a
343.40109723409745,301.2074258773001,a
331.7595545661688,270.1849376290347,a
400.9807274782086,287.77963058530486,a
356.7000321289248,268.58110794866263,a
353.8785588592527,279.74225604637104,a
401.6175026468329,317.42375320157373,a
367.9352968725454,263.5142793753159,a
353.0647363389476,282.1957009980719,a
327.08497209701324,263.65878087681705,a
254.97669073696767,219.5383001875652,a
252.24935175594015,178.90050884116738,a
209.625793728482,184.35102910731518,a
174.70252676870982,121.88902694361025,a
235.1947416491987,195.99144899641163,a
156.29100380202394,199.77681580001308,a
223.7914468590309,150.4769279420692,a
188.77900391369565,166.89066838427692,a
194.22436294340145,168.100490404143,a
251.47619439195373,221.2944012804366,a
215.94606929647176,200.22441653566278,a
299.54153216965636,191.25626672049628,a
286.32018247745185,257.8290605325028,a
316.95952669361816,226.02208254322795,a
340.58925643769624,262.6743284762152,a
376.59366932424325,296.95782864256216,a
384.6625059742447,324.17899354835043,a
401.08924298340474,343.372110342346,a
401.3923855922632,268.1374306760486,a
445.68254141040006,324.8562254233158,a
449.50817269980314,295.55320060581926,a
401.81911263401514,315.30258945154026,a
423.4369992861366,308.86304080751836,a
453.9783067001675,370.5995824240166,a
426.4861668132895,305.8276684788098,a
420.55821713765494,237.2179851779107,a
377.8114797902927,244.67733144746617,a
332.5467176384021,225.53957837631742,a
322.7235533830348,205.8137027917545,a
287.13975432441157,204.36568270809738,a
278.8911259430558,225.37035000074468,a
268.0520811415313,224.3724851216612,a
255.20799280996786,191.81285967396337,a
293.41879531983113,234.07575543808377,a
287.28251785641305,226.66671024597775,a
307.2109716078609,275.78282665721736,a
299.21573991086626,289.76251239990347,a
242.4972541801191,269.34078247346883,a
309.8672483257637,300.55131061233686,a
315.52579255188385,331.69914956427334,a
345.00384986893624,336.61296189452327,a
416.2575162971682,370.76115554771894,a
383.4067224744335,367.8223181713735,a
427.0303882941681,372.0197285567304,a
437.526907877737,415.68538372905687,a
432.1196540707591,386.53020385672636,a
388.32599897525705,369.1056843762316,a
419.5791308964525,380.4740628326899,a
466.72247300724905,378.74983492101234,a
414.62775746414104,359.47584689586154,a
436.36085089886996,370.1023610583093,a
438.4724946988031,380.6736338970618,a
435.30445629496893,352.0760311182245,a
448.92572652038126,333.0753318972399,a
379.9904640783375,318.957357805232,a
357.824557363326,300.15288514157,a
320.4768184255138,237.1318678958687,a
345.8555594740653,221.1298132413654,a
292.57270344798707,250.88183513478427,a
304.6456308121509,200.52069961374332,a
267.9165765164538,227.7265361012944,a
278.90770364645914,182.85057779927826,a
231.96346041234426,173.14936775739,a
223.82407224550434,196.07084977690442,a
287.3624505625824,238.7689945006178,a
269.88678095445096,210.67580479321379,a
298.0217706626828,273.5481862681532,a
263.977758047414,258.7442322581303,a
338.3630759029586,281.18466202559966,a
377.5078884459377,285.1663292566404,a
388.4702108114456,300.047165280208,a
405.17597194535966,329.7049887224297,a
424.6752206946224,302.8525383706263,a
412.4671140856346,381.163932508249,a
435.0649102907435,393.17871812261177,a
546.6484303893341,347.45065324773964,a
454.6589293333643,391.1039673994927,a
479.3105574219831,362.877235122637,a
506.0118013277921,407.5538046189245,a
513.3713343393417,385.35503804296894,a
481.55196064479566,392.35194990556846,a
498.6044899094843,405.095010737712,a
477.0719674630134,390.412918333173,a
513.9738340673872,388.9001016529892,a
513.6421846226633,401.4230227582631,a
505.8999114143173,385.0184519639454,a
516.5373020191555,349.07499454839774,a
499.78700499136784,392.1885994164984,a
418.3287868157927,338.96106746611883,a
435.7483144255993,343.92340217177014,a
417.4919889247472,295.76919504819944,a
322.60956815899254,324.8018828491729,a
337.27807109547217,334.8242453875053,a
338.6189119473916,326.0517244503353,a
337.35032282263836,301.0816734796631,a
350.3722338676595,300.0235128005161,a
302.37143464239364,317.7491089417513,a
397.4384175667634,356.66713359803214,a
404.4109705172758,319.7006299786202,a
453.1677358755004,416.58763946292754,a
450.3077841872083,421.67265514151575,a
477.03201958340094,445.13438855128084,a
455.9162356165925,437.29298879153373,a
505.08550822094844,407.5142651307537,a
495.47615136152945,462.4901119310348,a
485.75508540476176,435.7384437970453,a
513.5911877613213,478.27417055201465,a
542.7076805975507,384.63198551368396,a
520.0588027146829,444.98045334458124,a
537.4247636342185,482.6872577798252,a
533.6667631592718,440.6257462524557,a
538.819513474533,400.2322280914598,a
562.2699929938846,428.38362688034397,a
537.9491633289205,448.5888956035777,a
569.8152830877443,419.45683284227414,a
564.2597637061245,475.43021631632405,a
572.100455302003,483.9021227929084,a
561.4258898772906,444.0747861451634,a
582.8853600689133,462.1163655960786,a
542.0686062415182,403.6454344974944,a
518.6454787961492,418.13902848908606,a
